issuer_code,official_listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,share_registry,share_registry_telephone,,,,,,,,,,
EGF,11/10/12,Not Applic,No,https://www.globalflagshipfund.com.au/,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 883 159,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
ED1,14/5/18,Diversified Financials,No,http://www.evansdixon.com.au,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 069 436,2,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
EVE,8/4/04,Diversified Financials,No,http://www.eveinvestments.com.au,"Suite 1, 245 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6465 5500,+61 8 6465 5599,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
EVT,30/6/62,Media & Entertainment,No,http://www.evt.com/,"478 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9373 6600,(02) 9373 6534,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
EVN,20/8/02,Materials,No,http://www.evolutionmining.com.au,"Level 24, 175 Liverpool Street, SYDNEY, NSW, AUSTRALIA, 2000",02-96962900,02-96962901,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
EVO,5/12/14,Consumer Services,Yes,http://www.evolveeducation.co.nz/,"Level 2, 54 Fort Street, AUSTRALIA,",+64 9 377 8700,+64 9 377 8712,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
EVZ,26/4/85,Capital Goods,No,http://www.evz.com.au,"Suite 115, 838 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",(03) 9545 5288,(03) 9542 6061,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
ECL,22/4/93,Capital Goods,No,http://www.cmilimited.com.au,"18-20 Railway Road, MEADOWBANK, NSW, AUSTRALIA, 2114",292169009,292384268,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
EX1,18/12/18,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.exopharm.com,"HMH Advisory, Level 1, 888 Doncaster Road, DONCASTER EAST, VIC, AUSTRALIA, 3109",03 9111 0026,03 8678 1269,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
ERX,6/11/86,Materials,No,http://www.exoreresources.com.au,"Level 2, 18 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 61170446,861170446,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
EXP,27/3/15,Consumer Services,No,http://www.experienceco.com,"Level 1, 17 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 663 634,1300 663 634,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FTT,19/3/04,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.factor-therapeutics.com,"c/- Company Matters Pty Limited, Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3334 3900,-,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
FZO,29/8/16,Software & Services,No,http://www.familyzone.com,"945 Wellington Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9322 7600,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
FAR,23/1/86,Energy,No,http://www.far.com.au,"Level 17, 530 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9618 2550,+61 3 9620 5200,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FRM,19/12/97,"Food, Beverage & Tobacco",No,http://www.farmpride.com.au/,"551 Chandler Road, KEYSBOROUGH, VIC, AUSTRALIA, 3173",(03) 9798 7207,(03) 9798 6163,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FFC,27/10/15,Health Care Equipment & Services,No,http://www.farmaforce.com.au,"Level 9, 85 Castlereagh St, SYDNEY, NSW, AUSTRALIA, 2000",02 8239 5400,02 8362 9547,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FE8,21/11/16,Real Estate,No,http://www.fasterenterprises.com.au,"G02, 8 Ellingworth Parade, BOX HILL, VIC, AUSTRALIA, 3128",03 9897 4540,03 9897 4540,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
FPC,22/3/17,Not Applic,No,http://www.fatprophetsinvestors.com,"Level 3, 22 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9024 6725,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FPP,10/10/17,Not Applic,No,http://www.fpproperty.com.au,"Level 11, 20 Hunter Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8277 0000,+61 2 8580 5700,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
FFG,23/11/95,Diversified Financials,No,http://www.fatfish.co,"C/- DW Accounting & Advisory Pty Ltd, Level 4, 91 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 8611 5353,+61 3 9833 7063,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FBR,8/2/01,Capital Goods,No,http://www.fbr.com.au,"122 Sultana Road West, HIGH WYCOMBE, WA, AUSTRALIA, 6057",+61 (08) 9380 0240,+61 (08) 9380 0240,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
FEI,11/11/04,Diversified Financials,No,http://www.feigroup.com.au,"Level 13, 111 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 458 717,+61 8 9367 8812,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
FEL,13/10/05,Materials,No,http://www.felimited.com.au,"32 Harrogate Street, WEST LEEDERVILLE, WA, AUSTRALIA, 6007",+61 8 6181 9793,+61 8 9380 9666,"LINK MARKET SERVICES LIMITED
                    Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
FEX,4/8/08,Materials,No,http://www.fenixresources.com.au,"Office 10, Emerald House, 1202 Hay St, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9226 2011,+61 8 9226 2099,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FTZ,2/9/13,Materials,No,http://www.fertoz.com,"Suite 103, Level 1, 2 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",(07) 3396 0024,(03) 8395 5446,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FFI,15/1/87,"Food, Beverage & Tobacco",No,,"15 Monash Gate, JANDAKOT, WA, AUSTRALIA, 6164",(08) 9417 4088,(08) 9417 3063,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FID,9/2/15,Diversified Financials,No,http://www.fiducian.com.au,"Level 4, 1 York Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8298 4600,02 8298 4611,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
FSG,26/4/05,Telecommunication Services,No,http://www.fieldsolutions-group.com/,"C/- KPMG, 33 George Street, LAUNCESTON, TAS, AUSTRALIA, 7250",1300 000 488,1300000486,,,,,,,,,,,,
FIJ,20/12/18,Household & Personal Products,No,http://www.fijikava.com,"C/ - Cicero Corporate Services, Suite 9, Level 2,, 330 Churchill Avenue,, SUBIACO, WA, AUSTRALIA, 6008",08 6489 1600,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
FIN,2/11/89,Materials,No,http://www.finresources.com.au,"Level 1, 35 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6117 0453,+61 8 6117 0453,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
FRI,5/8/94,Real Estate,No,http://www.finbar.com.au/,"Level 6, 181 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",+61 8 6211 3300,+61 8 9221 8833,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
FCL,16/8/19,Software & Services,No,http://www.fineos.com,"FINEOS House, Eastpoint Business Park, Alfie Byrne Road, DUBLIN, ., IRELAND, D03 FT97",+353 1 639 9700,+353 1 6399701,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FTC,27/11/12,Software & Services,No,http://www.ttg.hk,"Level 26, 56 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9276 2000,(02) 9247 9977,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FFR,14/12/06,Materials,No,http://www.fireflyresources.com.au/,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",+61 8 9322 2338,+61 8 9322 2338,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FA2,27/4/20,Not Applic,No,,"FAB Building, Khalifa Business Park ¿ Al Qurm District, P.O. Box 6316, AUSTRALIA,",+ 971 (0) 2 305 3012,-,"AUSTRACLEAR SERVICES LIMITED
                    20 BRIDGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9256 0689,,,,,,,,,,
FAU,1/1/70,Materials,No,http://www.firstau.com,"Level 1, 123 Whitehorse Road, BALWYN, VIC, AUSTRALIA, 3103",(03) 9817 0700,(03) 9817 0799,"LINK MARKET SERVICES LIMITED
                    Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,,,,,,,,,,
FGR,8/8/94,Materials,No,http://www.firstgraphene.net,"1 Sepia Close, HENDERSON, WA, AUSTRALIA, 6166",+61 1300 660 448,+61 1300 855 044,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FM3,8/7/20,Not Applic,No,https://www.firstmac.com.au/,"Level 40, Riverside Centre, 123 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3017 8888,-,"AUSTRACLEAR SERVICES LIMITED
                    20 BRIDGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9256 0689,,,,,,,,,,
FM2,13/9/19,Not Applic,No,http://www.firstmac.com.au/,"Level 40, Riverside Centre, 123 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3013 8683,-,,,,,,,,,,,,
FM4,4/5/20,Not Applic,No,https://www.firstmac.com.au/,"Level 40, Riverside Centre, 123 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3017 8888,-,,,,,,,,,,,,
FCT,11/5/11,Software & Services,No,http://www.firstwave.com.au,"Level 10, 132 Arthur Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 9409 7000,02 9409 7099,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,,,,,,,,,,
FPH,21/11/01,Health Care Equipment & Services,Yes,http://www.fphcare.com,"15 Maurice Paykel Place, East Tamaki, AUSTRALIA,",+64 9 574 0100,+64 9 574 0176,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
FZR,4/3/98,Energy,No,http://www.fitzroyriver.net.au,"Suite 6.02, Level 6, 28 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9048 8856,9993 4433,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FSI,20/12/00,Not Applic,No,http://www.flagshipinvestments.com.au,"Level 12, Corporate Centre One, 2 Corporate Court, BUNDALL, QLD, AUSTRALIA, 4217",61 7 5644 4405,61 7 5574 1457,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FGO,3/7/86,Software & Services,No,http://www.flamingo.ai,"Level 5, 208 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 556 368,08 9463 6373,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FWD,15/4/87,Consumer Durables & Apparel,No,http://www.fleetwoodcorporation.com.au,"21 Regal Place, EAST PERTH, WA, AUSTRALIA, 6004",08-9323 3300,08-9202 1106,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
FBU,26/3/01,Materials,Yes,http://www.fletcherbuilding.com/,"Fletcher House, 810 Great South Road, Penrose, AUSTRALIA,",+64 9 525 9000,+64 9 525 9032,"COMPUTERSHARE INVESTOR SERVICES PTY. LIMITED
                    YARRA FALLS, 452 JOHNSTON STREET, ABBOTSFORD, VIC, AUSTRALIA, 3067",1800 501 366,,,,,,,,,,
FA1,4/5/20,Not Applic,No,https://www.flexigroup.com.au/,"Level  7, 179 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8905 2000,-,"PERPETUAL CORPORATE TRUST LIMITED
                    123 PITT STREET, SYDNEY, NSW, AUSTRALIA, 2000",,,,,,,,,,,
FXL,12/12/06,Diversified Financials,No,http://www.flexigroup.com.au,"Level 7, 179 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8905 2000,(02) 8905 2424,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
FRX,16/6/15,Telecommunication Services,No,http://www.investor.flexiroam.com,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 6389 2688,(08) 6389 2588,"ADVANCED SHARE REGISTRY SERVICES
                    110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,,,,,,,,,,
FLT,1/12/95,Consumer Services,No,http://www.fctgl.com,"275 Grey Street, SOUTH BRISBANE, QLD, AUSTRALIA, 4101",(07) 3083 0088,(07) 3102 5148,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,,,,,,,,,,
FMS,20/2/02,Materials,No,http://www.flindersmines.com,"45 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",08 9389 4483,08 9389 4400,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
FLC,18/12/07,Capital Goods,No,http://www.fluencecorp.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",+61 3 9824 5254,+61 3 9822 7735,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FML,13/9/00,Materials,No,http://www.focusminerals.com.au,"Level 2, 159 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",08 9215 7888,08 9215 7889,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
FSF,30/11/12,"Food, Beverage & Tobacco",Yes,http://www.fonterra.com,"C/O Fonterra Co-op Group Ltd, 109 Fanshawe Street, AUSTRALIA,",64 9374 9000,64 9374 9001,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FOR,16/12/16,Not Applic,No,http://www.foragerfunds.com/australian-fund-summary/,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",283056050,283056042,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
4CE,3/12/10,Materials,No,http://www.forcecommodities.com.au,"Unit 48, First Floor, 1008 Wellington Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6462 1421,(08) 6323 3347,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 3, 60 Carrington Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,,,,,,,,,,
FMG,19/3/87,Materials,No,http://www.fmgl.com.au,"Level 2, 87 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",+61 8 6218 8888,+61 8 6218 8880,"LINK MARKET SERVICES LIMITED
                    LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,,,,,,,,,,
FFL,17/12/19,"Food, Beverage & Tobacco",No,http://www.foundersfirst.group,"Level 1, 123 Camberwell Road, HAWTHORN EAST, VIC, AUSTRALIA, 3123",03 9811 9974,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FRN,4/8/04,Materials,No,http://www.frmetals.com.au,"Suite 6, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6555 2950,+61 8 6166 0261,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FNP,7/11/85,"Food, Beverage & Tobacco",No,http://www.ffgl.com.au,"80 Box Road, TAREN POINT, NSW, AUSTRALIA, 2229",(02) 9526 2555,(02) 9525 5406,"LINK MARKET SERVICES LIMITED
                    LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,,,,,,,,,,
FIG,1/12/16,Insurance,No,http://www.freedominsurance.com.au,"Level 12, 20 Bond Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 884 488,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FDM,8/9/10,Energy,No,http://www.freedomog.com/,"Suite 2, 24 Bolton Street, NEWCASTLE, NSW, AUSTRALIA, 2300",+61 2 4925 3659,+61 2 4925 3811,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
FHS,16/1/17,Materials,No,http://www.freehillmining.com,"C/- Yarra Business Group, Level 1, 141 Chapel Street, NORTH MELBOURNE, VIC, AUSTRALIA, 3051",03 5984 2222,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
FLN,15/11/13,Commercial & Professional Services,No,http://www.freelancer.com,"Level 37, Grosvenor Place, 225 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8599 2700,(02) 8072 1311,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FPL,20/7/06,Energy,No,http://www.fremontpetroleum.com,"c/- Coysec Services Pty Ltd, Level 3, Suite 302, 17 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9299 9580,02 9299 9501,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FDX,5/1/18,Materials,No,http://www.frontierdiamonds.com,"Level 1, 412 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9347 2409,+61 3 9349 1186,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FDV,26/8/16,Media & Entertainment,No,http://www.frontierdv.com,"Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8689 9997,-,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
FNT,9/4/03,Materials,No,http://www.frontierresources.com.au,"c/ Minerva Corporate, Level 8, 99 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 9486 4036,08 9486 4799,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,,,,,,,,,,
FGL,10/8/04,Software & Services,No,https://familyinsightsgroup.com/,"Suite 9, 330 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6489 1600,+61 8 6489 1601,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
FSA,11/1/01,Diversified Financials,No,http://www.fsagroup.com.au,"Level 3, 70 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",1300660032,61 2 8985 5371,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
FUN,14/9/00,Retailing,No,http://funtastic.com.au,"Suite 2.01, 315 Ferntree Gully Road, MOUNT WAVERLEY, VIC, AUSTRALIA, 3149",+61 3 9081 9100,+61 3 9081 9199,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
FGG,10/9/15,Not Applic,No,http://www.futuregeninvest.com.au/global,"Level 26, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 6755,-,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FGX,6/3/97,Not Applic,No,http://www.futuregeninvest.com.au/,"Level 26, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 9202,02 8084 9918,"BOARDROOM PTY LIMITED
                    LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,,,,,,,,,,
FYI,20/1/94,Materials,No,http://www.fyiresources.com.au,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",+61 8 9361 3100,+61 8 9361 3184,"AUTOMIC REGISTRY SERVICES
                    LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,,,,,,,,,,
GMV,10/5/17,Health Care Equipment & Services,No,http://gmedinnovations.com,"c/o G Medical Diagnostic Services, Inc., 1500 Lakeside Dr., Ste 115, BANNOCKBURN, IL, UNITED STATES OF AMERICA, 60015",+1 345 749 2000,-,"AUTOMIC REGISTRY SERVICES
                    Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,,,,,,,,,,
GUD,30/6/62,Automobiles & Components,No,http://www.gud.com.au/,"29 Taras Avenue, ALTONA NORTH, VIC, AUSTRALIA, 3025",(03) 9243 3333,(03) 9243 3300,"COMPUTERSHARE INVESTOR SERVICES PTY LIMITED
                    Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,,,,,,,,,,
GEM,5/12/07,Consumer Services,No,http://www.g8education.edu.au,"159 Varsity Parade, VARSITY LAKES, Qld, AUSTRALIA, 4227",07 5581 5300,07 5581 5311,"LINK MARKET SERVICES LIMITED
                    Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,,,,,,,,,,
