issuer_code,listing_date,gics_industry_group,exempt_foreign,internet_address,registered_office_address,head_office_telephone,head_office_fax,registry_id
ERG,2006-3-29,"Food, Beverage & Tobacco",No,http://www.eneco-refresh.com.au,"17 Denninup Way, MALAGA, WA, AUSTRALIA, 6090",(08) 9248 3006,(08) 9248 7233,16
ENX,2013-10-8,Energy,No,http://www.enegex.com.au,"108 Marlborough Street, BENTLEIGH EAST, VIC, AUSTRALIA, 3165",(03) 8610 4703,(03) 8610 4799,4
EAX,2011-10-13,Commercial & Professional Services,No,http://www.energyaction.com.au,"Level 5, 56 Station Street, PARRAMATTA, NSW, AUSTRALIA, 2150",(02) 9633 6451,(02) 9475 0954,23
EME,2005-9-9,Energy,No,http://www.energymetals.net/,"Level 2, 28 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 6904,(08) 9321 5240,4
EOL,2007-1-15,Software & Services,No,http://www.energyone.com,"Level 13, 77 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",(02) 89162200,(02) 89162200,24
ERA,1980-11-19,Energy,No,http://www.energyres.com.au,"C/-Mallesons Stephen Jaques, Level 5, NICTA Building B, 7 London Circuit, CANBERRA CITY, ACT, AUSTRALIA, 2601",+61 8 8924 3500,+61 8 89243506,15
EGY,1992-10-22,Capital Goods,No,http://www.energytechnologies.com.au,"Unit J, 134-140 Old Pittwater Road, Brookvale, Sydney, NSW, AUSTRALIA, 2100",(02) 9938 5622,(02) 9939 9812,17
EWC,1988-12-8,Utilities,No,http://www.energyworldcorp.com,"9A, Seaforth Crescent, SEAFORTH, NSW, AUSTRALIA, 2092",+61 2 9247 6888,+61 2 9247 6100,19
EGG,2004-4-30,Media & Entertainment,No,http://www.enero.com,"Level 2, 100 Harris Street, PYRMONT, NSW, AUSTRALIA, 2009",(02) 8213 3031,(02) 8213 3030,23
ENE,1974-1-1,Capital Goods,No,http://enevis.com.au,"53 Stanley Street, WEST MELBOURNE, VIC, AUSTRALIA, 3003",(03) 9289 5020,(03) 9289 5050,19
EN1,2017-12-14,Media & Entertainment,No,http://engagebdr.com/,"Level 4, 90 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",396927222,390779233,14
EGN,2006-12-14,Capital Goods,No,http://www.engenco.com.au,"Level 22, 535 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 8620 8900,+61 3 8620 8999,4
EXO,2007-5-18,Diversified Financials,No,http://www.ennoxgroup.com.au,"Level 13, 200 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 8600 6946,+61 3 8648 6480,8
ENV,2007-4-13,Materials,No,https://www.crosslandstrategic.com/,"Suite 3, Level 2, 470 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 9867 7199,03 9867 8587,8
ENA,2011-9-23,Insurance,No,http://www.ensurance.com.au,"Level 21, Westfield Tower 2, 101 Grafton Street, BONDI JUNCTION, NSW, AUSTRALIA, 2022",+61 2 9167 8050,+61 2 9167 8050,16
ENT,2007-6-20,Materials,No,http://www.enterprisemetals.com.au,"Suite 9, 12-14 Thelma Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6381 0392,+61 8 9321 6084,3
ECT,1986-2-5,Commercial & Professional Services,No,http://www.ectltd.com.au,"388 Punt Road, SOUTH YARRA, VIC, AUSTRALIA, 3141",+61 417 211 050,+000 0000 0000,4
EGL,1981-2-12,Capital Goods,No,http://www.environmental.com.au,"Level 1 Suite 1, 10 Ferntree Place, NOTTING HILL, VIC, AUSTRALIA, 3168",(03) 9763 6711,(03) 9763 6711,8
EVS,2008-2-11,Software & Services,No,http://www.envirosuite.com,"Suite 3, Level 11, 157 Walker Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 8484 5819,02 8088 1068,8
E2E,2011-1-21,Energy,No,http://www.eonnrg.com,"Level 1, 20 Howard Street, PERTH, WA, AUSTRALIA, 6000",(08) 6144 0590,(08) 6144 0593,25
EQT,1985-8-6,Diversified Financials,No,http://www.eqt.com.au/,"Level 1, 575 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8623 5000,(03) 8623 5200,27
EQX,1987-5-14,Materials,No,http://www.equatorialresources.com.au,"Level 9, 28 The Esplanade, PERTH, WA, AUSTRALIA, 6000",(08) 9322 6322,(08) 9322 6558,16
EQE,1995-12-12,Materials,No,http://www.equusmining.com,"Level 2, 66 Hunter Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9300 3366,+61 2  9221 6333,1
ESE,2017-2-14,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.esense-lab.com,"Suite 5 CPC, 145 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",+61 8 9389 3100,+61 8 9389 3199,22
ESH,2011-10-19,Media & Entertainment,No,https://esh.mogul.gg,"Level 21, 459 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8630 3315,(08) 9429 8888,3
EHE,2014-12-5,Health Care Equipment & Services,No,http://www.estiahealth.com.au,"Level 9, 227 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9265 7900,03 9804 0336,23
ESR,2012-5-9,Materials,No,http://www.estrellaresources.com.au,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9481 0389,+61 8 9463 6103,3
ESK,2012-9-7,Software & Services,No,http://www.etherstack.com,"Level 1, 93 A Sheperd Street, CHIPPENDALE, NSW, AUSTRALIA, 2008",(02) 8399 7500,(02) 8399 7507,19
EBG,1989-12-7,Consumer Services,No,http://eumundigroup.com.au,"Level 15, 10 Market Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3229 7222,(07) 3211 8222,15
EGH,2004-7-1,Real Estate,No,http://www.eurekagroupholdings.com.au,"Level 2, 7 Short St, SOUTHPORT, QLD, AUSTRALIA, 4215",(07) 5568 0205,(07) 5568 0206,24
EMN,2018-10-2,Materials,No,http://www.mn25.ca,"Suite 1700,, 666 Burrard Street,, VANCOUVER, BC, CANADA, V6C 2X8",+1 604 681 1010,-,17
EUC,2011-3-4,Materials,No,https://www.europeancobalt.com,"Suite 23, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6143 6740,+61 8 9388 8824,3
EUR,2010-12-2,Materials,No,http://www.europeanlithium.com,"32 Harrogate Street, WEST LEEDERVILLE, WA, AUSTRALIA, 6007",(08) 6181 9792,(08) 9380 9666,16
EMH,2012-7-19,Materials,No,http://www.europeanmet.com,"Everest Corporate Pty Ltd, Suite 12, Level 1, 11 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6245 2057,+61 8 6245 2055,16
EZL,1971-8-2,Diversified Financials,No,http://www.euroz.com,"Level 18, Alluvion, 58 Mounts Bay Road, PERTH, WA, AUSTRALIA, 6000",(08) 9488 1400,(08) 9488 1477,16
EAF,2018-5-17,Not Applic,No,http://www.asiafund.com.au,"Level 15,, 100 Pacific Highway,, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 883 159,8
EFF,2018-6-27,Not Applic,No,http://www.australianflagshipfund.com.au,"Level 15, 100 Pacific Highway, North Sydney, SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 883 159,8
EGD,2017-8-1,Not Applic,No,http://www.epgdf.com.au,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 883 159,8
EGF,2012-10-11,Not Applic,No,https://www.globalflagshipfund.com.au/,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 454 801,1300 883 159,8
ED1,2018-5-14,Diversified Financials,No,http://www.evansdixon.com.au,"Level 15, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 069 436,2,8
EVE,2004-4-8,Diversified Financials,No,http://www.eveinvestments.com.au,"Suite 1, 245 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6465 5500,+61 8 6465 5599,25
EVT,1962-6-30,Media & Entertainment,No,http://www.evt.com/,"478 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9373 6600,(02) 9373 6534,17
EVN,2002-8-20,Materials,No,http://www.evolutionmining.com.au,"Level 24, 175 Liverpool Street, SYDNEY, NSW, AUSTRALIA, 2000",02-96962900,02-96962901,23
EVO,2014-12-5,Consumer Services,Yes,http://www.evolveeducation.co.nz/,"Level 2, 54 Fort Street, AUSTRALIA,",+64 9 377 8700,+64 9 377 8712,23
EVZ,1985-4-26,Capital Goods,No,http://www.evz.com.au,"Suite 115, 838 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",(03) 9545 5288,(03) 9542 6061,19
ECL,1993-4-22,Capital Goods,No,http://www.cmilimited.com.au,"18-20 Railway Road, MEADOWBANK, NSW, AUSTRALIA, 2114",292169009,292384268,24
EX1,2018-12-18,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.exopharm.com,"HMH Advisory, Level 1, 888 Doncaster Road, DONCASTER EAST, VIC, AUSTRALIA, 3109",03 9111 0026,03 8678 1269,4
ERX,1986-11-6,Materials,No,http://www.exoreresources.com.au,"Level 2, 18 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",(08) 61170446,861170446,3
EXP,2015-3-27,Consumer Services,No,http://www.experienceco.com,"Level 1, 17 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 663 634,1300 663 634,8
FTT,2004-3-19,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.factor-therapeutics.com,"c/- Company Matters Pty Limited, Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",07 3334 3900,-,24
FZO,2016-8-29,Software & Services,No,http://www.familyzone.com,"945 Wellington Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9322 7600,-,4
FAR,1986-1-23,Energy,No,http://www.far.com.au,"Level 17, 530 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9618 2550,+61 3 9620 5200,19
FRM,1997-12-19,"Food, Beverage & Tobacco",No,http://www.farmpride.com.au/,"551 Chandler Road, KEYSBOROUGH, VIC, AUSTRALIA, 3173",(03) 9798 7207,(03) 9798 6163,19
FFC,2015-10-27,Health Care Equipment & Services,No,http://www.farmaforce.com.au,"Level 9, 85 Castlereagh St, SYDNEY, NSW, AUSTRALIA, 2000",02 8239 5400,02 8362 9547,8
FE8,2016-11-21,Real Estate,No,http://www.fasterenterprises.com.au,"G02, 8 Ellingworth Parade, BOX HILL, VIC, AUSTRALIA, 3128",03 9897 4540,03 9897 4540,4
FPC,2017-3-22,Not Applic,No,http://www.fatprophetsinvestors.com,"Level 3, 22 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9024 6725,-,19
FPP,2017-10-10,Not Applic,No,http://www.fpproperty.com.au,"Level 11, 20 Hunter Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8277 0000,+61 2 8580 5700,23
FFG,1995-11-23,Diversified Financials,No,http://www.fatfish.co,"C/- DW Accounting & Advisory Pty Ltd, Level 4, 91 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 8611 5353,+61 3 9833 7063,3
FBR,2001-2-8,Capital Goods,No,http://www.fbr.com.au,"122 Sultana Road West, HIGH WYCOMBE, WA, AUSTRALIA, 6057",+61 (08) 9380 0240,+61 (08) 9380 0240,16
FEI,2004-11-11,Diversified Financials,No,http://www.feigroup.com.au,"Level 13, 111 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",1800 458 717,+61 8 9367 8812,24
FEL,2005-10-13,Materials,No,http://www.felimited.com.au,"32 Harrogate Street, WEST LEEDERVILLE, WA, AUSTRALIA, 6007",+61 8 6181 9793,+61 8 9380 9666,22
FEX,2008-8-4,Materials,No,http://www.fenixresources.com.au,"Office 10, Emerald House, 1202 Hay St, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9226 2011,+61 8 9226 2099,3
FTZ,2013-9-2,Materials,No,http://www.fertoz.com,"Suite 103, Level 1, 2 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",(07) 3396 0024,(03) 8395 5446,19
FFI,1987-1-15,"Food, Beverage & Tobacco",No,,"15 Monash Gate, JANDAKOT, WA, AUSTRALIA, 6164",(08) 9417 4088,(08) 9417 3063,3
FID,2015-2-9,Diversified Financials,No,http://www.fiducian.com.au,"Level 4, 1 York Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8298 4600,02 8298 4611,17
FSG,2005-4-26,Telecommunication Services,No,http://www.fieldsolutions-group.com/,"C/- KPMG, 33 George Street, LAUNCESTON, TAS, AUSTRALIA, 7250",1300 000 488,1300000486,
FIJ,2018-12-20,Household & Personal Products,No,http://www.fijikava.com,"C/ - Cicero Corporate Services, Suite 9, Level 2,, 330 Churchill Avenue,, SUBIACO, WA, AUSTRALIA, 6008",08 6489 1600,-,4
FIN,1989-11-2,Materials,No,http://www.finresources.com.au,"Level 1, 35 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6117 0453,+61 8 6117 0453,1
FRI,1994-8-5,Real Estate,No,http://www.finbar.com.au/,"Level 6, 181 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",+61 8 6211 3300,+61 8 9221 8833,16
FCL,2019-8-16,Software & Services,No,http://www.fineos.com,"FINEOS House, Eastpoint Business Park, Alfie Byrne Road, DUBLIN, ., IRELAND, D03 FT97",+353 1 639 9700,+353 1 6399701,8
FTC,2012-11-27,Software & Services,No,http://www.ttg.hk,"Level 26, 56 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9276 2000,(02) 9247 9977,19
FFR,2006-12-14,Materials,No,http://www.fireflyresources.com.au/,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",+61 8 9322 2338,+61 8 9322 2338,3
FA2,2020-4-27,Not Applic,No,,"FAB Building, Khalifa Business Park ¿ Al Qurm District, P.O. Box 6316, AUSTRALIA,",+ 971 (0) 2 305 3012,-,2
FAU,1970-1-1,Materials,No,http://www.firstau.com,"Level 1, 123 Whitehorse Road, BALWYN, VIC, AUSTRALIA, 3103",(03) 9817 0700,(03) 9817 0799,27
FGR,1994-8-8,Materials,No,http://www.firstgraphene.net,"1 Sepia Close, HENDERSON, WA, AUSTRALIA, 6166",+61 1300 660 448,+61 1300 855 044,3
FM3,2020-7-8,Not Applic,No,https://www.firstmac.com.au/,"Level 40, Riverside Centre, 123 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3017 8888,-,2
FM2,2019-9-13,Not Applic,No,http://www.firstmac.com.au/,"Level 40, Riverside Centre, 123 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3013 8683,-,
FM4,2020-5-4,Not Applic,No,https://www.firstmac.com.au/,"Level 40, Riverside Centre, 123 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3017 8888,-,
FCT,2011-5-11,Software & Services,No,http://www.firstwave.com.au,"Level 10, 132 Arthur Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",02 9409 7000,02 9409 7099,18
FPH,2001-11-21,Health Care Equipment & Services,Yes,http://www.fphcare.com,"15 Maurice Paykel Place, East Tamaki, AUSTRALIA,",+64 9 574 0100,+64 9 574 0176,23
FZR,1998-3-4,Energy,No,http://www.fitzroyriver.net.au,"Suite 6.02, Level 6, 28 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9048 8856,9993 4433,8
FSI,2000-12-20,Not Applic,No,http://www.flagshipinvestments.com.au,"Level 12, Corporate Centre One, 2 Corporate Court, BUNDALL, QLD, AUSTRALIA, 4217",61 7 5644 4405,61 7 5574 1457,8
FGO,1986-7-3,Software & Services,No,http://www.flamingo.ai,"Level 5, 208 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 556 368,08 9463 6373,3
FWD,1987-4-15,Consumer Durables & Apparel,No,http://www.fleetwoodcorporation.com.au,"21 Regal Place, EAST PERTH, WA, AUSTRALIA, 6004",08-9323 3300,08-9202 1106,16
FBU,2001-3-26,Materials,Yes,http://www.fletcherbuilding.com/,"Fletcher House, 810 Great South Road, Penrose, AUSTRALIA,",+64 9 525 9000,+64 9 525 9032,20
FA1,2020-5-4,Not Applic,No,https://www.flexigroup.com.au/,"Level  7, 179 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8905 2000,-,33
FXL,2006-12-12,Diversified Financials,No,http://www.flexigroup.com.au,"Level 7, 179 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8905 2000,(02) 8905 2424,23
FRX,2015-6-16,Telecommunication Services,No,http://www.investor.flexiroam.com,"15 McCabe Street, NORTH FREMANTLE, WA, AUSTRALIA, 6159",(08) 6389 2688,(08) 6389 2588,1
FLT,1995-12-1,Consumer Services,No,http://www.fctgl.com,"275 Grey Street, SOUTH BRISBANE, QLD, AUSTRALIA, 4101",(07) 3083 0088,(07) 3102 5148,15
FMS,2002-2-20,Materials,No,http://www.flindersmines.com,"45 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",08 9389 4483,08 9389 4400,16
FLC,2007-12-18,Capital Goods,No,http://www.fluencecorp.com,"Level 3, 62 Lygon Street, CARLTON, VIC, AUSTRALIA, 3053",+61 3 9824 5254,+61 3 9822 7735,8
FML,2000-9-13,Materials,No,http://www.focusminerals.com.au,"Level 2, 159 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",08 9215 7888,08 9215 7889,16
FSF,2012-11-30,"Food, Beverage & Tobacco",Yes,http://www.fonterra.com,"C/O Fonterra Co-op Group Ltd, 109 Fanshawe Street, AUSTRALIA,",64 9374 9000,64 9374 9001,19
FOR,2016-12-16,Not Applic,No,http://www.foragerfunds.com/australian-fund-summary/,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",283056050,283056042,23
4CE,2010-12-3,Materials,No,http://www.forcecommodities.com.au,"Unit 48, First Floor, 1008 Wellington Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 6462 1421,(08) 6323 3347,17
FMG,1987-3-19,Materials,No,http://www.fmgl.com.au,"Level 2, 87 Adelaide Terrace, EAST PERTH, WA, AUSTRALIA, 6004",+61 8 6218 8888,+61 8 6218 8880,25
FFL,2019-12-17,"Food, Beverage & Tobacco",No,http://www.foundersfirst.group,"Level 1, 123 Camberwell Road, HAWTHORN EAST, VIC, AUSTRALIA, 3123",03 9811 9974,-,19
FRN,2004-8-4,Materials,No,http://www.frmetals.com.au,"Suite 6, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6555 2950,+61 8 6166 0261,3
FNP,1985-11-7,"Food, Beverage & Tobacco",No,http://www.ffgl.com.au,"80 Box Road, TAREN POINT, NSW, AUSTRALIA, 2229",(02) 9526 2555,(02) 9525 5406,23
FIG,2016-12-1,Insurance,No,http://www.freedominsurance.com.au,"Level 12, 20 Bond Street, SYDNEY, NSW, AUSTRALIA, 2000",1300 884 488,-,19
FDM,2010-9-8,Energy,No,http://www.freedomog.com/,"Suite 2, 24 Bolton Street, NEWCASTLE, NSW, AUSTRALIA, 2300",+61 2 4925 3659,+61 2 4925 3811,24
FHS,2017-1-16,Materials,No,http://www.freehillmining.com,"C/- Yarra Business Group, Level 1, 141 Chapel Street, NORTH MELBOURNE, VIC, AUSTRALIA, 3051",03 5984 2222,-,4
FLN,2013-11-15,Commercial & Professional Services,No,http://www.freelancer.com,"Level 37, Grosvenor Place, 225 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 8599 2700,(02) 8072 1311,8
FPL,2006-7-20,Energy,No,http://www.fremontpetroleum.com,"c/- Coysec Services Pty Ltd, Level 3, Suite 302, 17 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9299 9580,02 9299 9501,8
FDX,2018-1-5,Materials,No,http://www.frontierdiamonds.com,"Level 1, 412 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9347 2409,+61 3 9349 1186,19
FDV,2016-8-26,Media & Entertainment,No,http://www.frontierdv.com,"Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8689 9997,-,19
FNT,2003-4-9,Materials,No,http://www.frontierresources.com.au,"c/ Minerva Corporate, Level 8, 99 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 9486 4036,08 9486 4799,16
FGL,2004-8-10,Software & Services,No,https://familyinsightsgroup.com/,"Suite 9, 330 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",+61 8 6489 1600,+61 8 6489 1601,3
FSA,2001-1-11,Diversified Financials,No,http://www.fsagroup.com.au,"Level 3, 70 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",1300660032,61 2 8985 5371,24
FUN,2000-9-14,Retailing,No,http://funtastic.com.au,"Suite 2.01, 315 Ferntree Gully Road, MOUNT WAVERLEY, VIC, AUSTRALIA, 3149",+61 3 9081 9100,+61 3 9081 9199,4
FGG,2015-9-10,Not Applic,No,http://www.futuregeninvest.com.au/global,"Level 26, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",02 9247 6755,-,8
FGX,1997-3-6,Not Applic,No,http://www.futuregeninvest.com.au/,"Level 26, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 9202,02 8084 9918,8
FYI,1994-1-20,Materials,No,http://www.fyiresources.com.au,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",+61 8 9361 3100,+61 8 9361 3184,3
GMV,2017-5-10,Health Care Equipment & Services,No,http://gmedinnovations.com,"c/o G Medical Diagnostic Services, Inc., 1500 Lakeside Dr., Ste 115, BANNOCKBURN, IL, UNITED STATES OF AMERICA, 60015",+1 345 749 2000,-,4
GUD,1962-6-30,Automobiles & Components,No,http://www.gud.com.au/,"29 Taras Avenue, ALTONA NORTH, VIC, AUSTRALIA, 3025",(03) 9243 3333,(03) 9243 3300,19
GEM,2007-12-5,Consumer Services,No,http://www.g8education.edu.au,"159 Varsity Parade, VARSITY LAKES, Qld, AUSTRALIA, 4227",07 5581 5300,07 5581 5311,24
GRB,2006-12-13,"Food, Beverage & Tobacco",No,http://www.gageroads.com.au,"14 Absolon Street, PALMYRA, WA, AUSTRALIA, 6157",(08) 9314 0000,(08) 9331 2400,3
GLN,2011-6-8,Materials,No,http://www.galanlithium.com.au,"Level 3, 30 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 6283,(08) 9322 6398,1
GXY,2007-2-6,Materials,No,http://www.gxy.com,"Level 4, 21 Kintail Road, APPLECROSS, WA, AUSTRALIA, 6153",08 9215 1700,08 9215 1799,16
GAP,2000-12-14,Consumer Durables & Apparel,No,http://www.galepacific.com,"145 Woodlands Drive, BRAESIDE, VIC, AUSTRALIA, 3195",61 3 9518 3333,61 3 9518 3325,19
G1A,2017-9-7,Materials,No,http://www.galenamining.com.au,"Level 11 London House, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",08 9481 0389,-,3
GLL,1996-2-15,Energy,No,http://www.galilee-energy.com.au,"Level 6, Emirates Building, 167 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3177 9970,-7,15
GAL,2018-5-29,Materials,No,http://www.galileomining.com.au/,"13 Colin Street, WEST PERTH, PERTH, WA, AUSTRALIA, 6005",08 9481 8448,-,3
GDF,2015-7-2,Real Estate,No,http://www.gardaproperty.com.au,"Level 21, 12 Creek Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3002 5300,(07) 3002 5311,24
GGX,2005-5-13,Energy,No,http://www.gas2grid.com,"Suite 22, Level 5, 58 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9241 1927,02 9241 1927,31
GCY,2009-12-11,Materials,No,http://www.gascoyneresources.com.au,"Level 1, 41-47 Colin Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9481 3434,(08) 9481 0411,1
GML,1971-8-2,Materials,No,http://www.gatewaymining.com.au/,"Level 11, 52 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8316 3998,02 8316 3999,3
GBM,2007-3-5,Materials,No,http://www.gbmgold.com.au,"66 Ham St, Kangaroo Flat, BENDIGO, VIC, AUSTRALIA, 3555",(03) 5445 2300,(03) 5444 0036,19
GBZ,2007-10-24,Materials,No,http://www.gbmr.com.au,"Suite 8, 7 The Esplanade, MT PLEASANT, WA, AUSTRALIA, 6153",(08) 9316 9100,(08) 9315 5475,16
GDI,2013-12-17,Real Estate,No,http://www.gdi.com.au,"Level 23, 56 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9223 4222,TBA,23
GDG,2007-12-11,Insurance,No,http://www.gendevelopmentgroup.com.au,"Level 12, 15 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",61 3 8601 2040,61 3 9200 2281,8
GNE,2014-4-17,Utilities,Yes,http://www.genesisenergy.co.nz,"TMF Corporate Services Aust Pty Ltd, Level 16, 201 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",649 580 2094,TBA,19
GMD,2007-8-2,Materials,No,http://www.genesisminerals.com.au,"Unit 6, 1 Clive Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9322 6178,08 9481 2335,16
GES,2009-10-27,Materials,No,http://www.genesisresourcesltd.com.au,"C/- Holding Redlich, Level 8, 555 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 9853 2300,(03) 9321 9900,19
GSS,2015-3-31,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://geneticsignatures.com/,"7 Eliza St, NEWTOWN, NSW, AUSTRALIA, 2042",(02) 9870 7580,-,8
GTG,1987-7-30,"Pharmaceuticals, Biotechnology & Life Sciences",No,http://www.gtglabs.com,"60-66 Hanover Street, FITZROY, VIC, AUSTRALIA, 3065",(03) 8412 7000,(03) 8412 7040,19
GNX,2015-7-8,Utilities,No,http://www.genexpower.com.au,"Suite 6.02, Level 6, 28 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9048 8850,(02) 9993 4433,8
GTK,2014-6-25,Software & Services,Yes,http://www.gentrack.com,"25 College Hill, AUSTRALIA,",+64 9966 6090,TBA,23
